chunk_id,filename,source_doc,chunk_index,chars
SD047::c001,SD047_c001.md,SD047,1,393
SD047::c002,SD047_c002.md,SD047,2,320
SD047::c003,SD047_c003.md,SD047,3,357
SD047::c004,SD047_c004.md,SD047,4,392
SD047::c005,SD047_c005.md,SD047,5,372
SD047::c006,SD047_c006.md,SD047,6,361
SD047::c007,SD047_c007.md,SD047,7,392
SD047::c008,SD047_c008.md,SD047,8,266
SD047::c009,SD047_c009.md,SD047,9,346
SD047::c010,SD047_c010.md,SD047,10,166
SD047::c011,SD047_c011.md,SD047,11,318
SD047::c012,SD047_c012.md,SD047,12,228
SD047::c013,SD047_c013.md,SD047,13,362
SD047::c014,SD047_c014.md,SD047,14,341
SD047::c015,SD047_c015.md,SD047,15,319
SD047::c016,SD047_c016.md,SD047,16,331
SD054::c000,SD054_c000.md,SD054,0,392
SD054::c001,SD054_c001.md,SD054,1,288
SD054::c002,SD054_c002.md,SD054,2,301
SD054::c003,SD054_c003.md,SD054,3,389
SD054::c004,SD054_c004.md,SD054,4,388
SD054::c005,SD054_c005.md,SD054,5,345
SD054::c006,SD054_c006.md,SD054,6,324
SD054::c007,SD054_c007.md,SD054,7,323
SD054::c008,SD054_c008.md,SD054,8,235
SD054::c009,SD054_c009.md,SD054,9,182
SD054::c010,SD054_c010.md,SD054,10,395
SD054::c011,SD054_c011.md,SD054,11,291
SD054::c012,SD054_c012.md,SD054,12,322
SD054::c013,SD054_c013.md,SD054,13,273
SD054::c014,SD054_c014.md,SD054,14,365
SD054::c015,SD054_c015.md,SD054,15,305
SD054::c016,SD054_c016.md,SD054,16,312
SD054::c017,SD054_c017.md,SD054,17,300
SD054::c018,SD054_c018.md,SD054,18,131
SD054::c019,SD054_c019.md,SD054,19,334
SD054::c020,SD054_c020.md,SD054,20,360
SD054::c021,SD054_c021.md,SD054,21,397
SD054::c022,SD054_c022.md,SD054,22,327
SD054::c023,SD054_c023.md,SD054,23,377
SD054::c024,SD054_c024.md,SD054,24,399
SD054::c025,SD054_c025.md,SD054,25,146
SD054::c026,SD054_c026.md,SD054,26,397
SD054::c027,SD054_c027.md,SD054,27,312
SD054::c028,SD054_c028.md,SD054,28,243
SD054::c029,SD054_c029.md,SD054,29,330
SD054::c030,SD054_c030.md,SD054,30,282
SD060::c000,SD060_c000.md,SD060,0,333
SD060::c001,SD060_c001.md,SD060,1,256
SD060::c002,SD060_c002.md,SD060,2,356
SD060::c003,SD060_c003.md,SD060,3,362
SD060::c004,SD060_c004.md,SD060,4,200
SD060::c005,SD060_c005.md,SD060,5,265
SD060::c006,SD060_c006.md,SD060,6,368
SD060::c007,SD060_c007.md,SD060,7,332
SD060::c008,SD060_c008.md,SD060,8,308
SD060::c009,SD060_c009.md,SD060,9,260
SD060::c010,SD060_c010.md,SD060,10,381
SD060::c011,SD060_c011.md,SD060,11,386
SD060::c012,SD060_c012.md,SD060,12,338
SD060::c013,SD060_c013.md,SD060,13,68
SD060::c014,SD060_c014.md,SD060,14,369
SD060::c015,SD060_c015.md,SD060,15,237
SD082::c000,SD082_c000.md,SD082,0,156
SD082::c001,SD082_c001.md,SD082,1,398
SD082::c002,SD082_c002.md,SD082,2,289
SD082::c003,SD082_c003.md,SD082,3,391
SD082::c004,SD082_c004.md,SD082,4,339
SD082::c005,SD082_c005.md,SD082,5,392
SD082::c006,SD082_c006.md,SD082,6,364
SD082::c007,SD082_c007.md,SD082,7,371
SD082::c008,SD082_c008.md,SD082,8,332
SD082::c009,SD082_c009.md,SD082,9,399
SD082::c010,SD082_c010.md,SD082,10,287
SD082::c011,SD082_c011.md,SD082,11,351
SD082::c012,SD082_c012.md,SD082,12,266
SD082::c013,SD082_c013.md,SD082,13,395
SD082::c014,SD082_c014.md,SD082,14,55
SD087::c000,SD087_c000.md,SD087,0,325
SD087::c001,SD087_c001.md,SD087,1,370
SD087::c002,SD087_c002.md,SD087,2,320
SD087::c003,SD087_c003.md,SD087,3,246
SD087::c004,SD087_c004.md,SD087,4,214
SD087::c005,SD087_c005.md,SD087,5,391
SD087::c006,SD087_c006.md,SD087,6,386
SD087::c007,SD087_c007.md,SD087,7,365
SD087::c008,SD087_c008.md,SD087,8,328
SD087::c009,SD087_c009.md,SD087,9,243
SD087::c010,SD087_c010.md,SD087,10,305
SD087::c011,SD087_c011.md,SD087,11,353
SD087::c012,SD087_c012.md,SD087,12,249
SD087::c013,SD087_c013.md,SD087,13,392
SD087::c014,SD087_c014.md,SD087,14,382
SD087::c015,SD087_c015.md,SD087,15,370
SD087::c016,SD087_c016.md,SD087,16,128
SD137::c000,SD137_c000.md,SD137,0,396
SD137::c001,SD137_c001.md,SD137,1,331
SD137::c002,SD137_c002.md,SD137,2,393
SD137::c003,SD137_c003.md,SD137,3,300
SD137::c004,SD137_c004.md,SD137,4,377
SD137::c005,SD137_c005.md,SD137,5,249
SD137::c006,SD137_c006.md,SD137,6,322
SD137::c007,SD137_c007.md,SD137,7,338
SD137::c008,SD137_c008.md,SD137,8,347
SD137::c009,SD137_c009.md,SD137,9,340
SD137::c010,SD137_c010.md,SD137,10,164
SD137::c011,SD137_c011.md,SD137,11,266
SD137::c012,SD137_c012.md,SD137,12,367
SD137::c013,SD137_c013.md,SD137,13,184
SD140::c000,SD140_c000.md,SD140,0,346
SD140::c001,SD140_c001.md,SD140,1,288
SD140::c002,SD140_c002.md,SD140,2,399
SD140::c003,SD140_c003.md,SD140,3,318
SD140::c004,SD140_c004.md,SD140,4,288
SD140::c005,SD140_c005.md,SD140,5,385
SD140::c006,SD140_c006.md,SD140,6,365
SD140::c007,SD140_c007.md,SD140,7,304
SD140::c008,SD140_c008.md,SD140,8,323
SD140::c009,SD140_c009.md,SD140,9,153
SD141::c000,SD141_c000.md,SD141,0,304
SD141::c001,SD141_c001.md,SD141,1,303
SD141::c002,SD141_c002.md,SD141,2,151
SD141::c003,SD141_c003.md,SD141,3,369
SD141::c004,SD141_c004.md,SD141,4,397
SD141::c005,SD141_c005.md,SD141,5,300
SD141::c006,SD141_c006.md,SD141,6,261
SD141::c007,SD141_c007.md,SD141,7,392
SD141::c008,SD141_c008.md,SD141,8,323
SD141::c009,SD141_c009.md,SD141,9,222
SD141::c010,SD141_c010.md,SD141,10,239
SD143::c000,SD143_c000.md,SD143,0,397
SD143::c001,SD143_c001.md,SD143,1,247
SD143::c002,SD143_c002.md,SD143,2,312
SD143::c003,SD143_c003.md,SD143,3,258
SD143::c004,SD143_c004.md,SD143,4,356
SD143::c005,SD143_c005.md,SD143,5,211
SD143::c006,SD143_c006.md,SD143,6,331
SD143::c007,SD143_c007.md,SD143,7,386
SD143::c008,SD143_c008.md,SD143,8,273
SD143::c009,SD143_c009.md,SD143,9,217
SD146::c000,SD146_c000.md,SD146,0,397
SD146::c001,SD146_c001.md,SD146,1,396
SD146::c002,SD146_c002.md,SD146,2,339
SD146::c003,SD146_c003.md,SD146,3,323
SD146::c004,SD146_c004.md,SD146,4,378
SD146::c005,SD146_c005.md,SD146,5,321
SD146::c006,SD146_c006.md,SD146,6,263
SD146::c007,SD146_c007.md,SD146,7,330
SD146::c008,SD146_c008.md,SD146,8,347
SD146::c009,SD146_c009.md,SD146,9,334
SD146::c010,SD146_c010.md,SD146,10,280
SD148::c000,SD148_c000.md,SD148,0,329
SD148::c001,SD148_c001.md,SD148,1,389
SD148::c002,SD148_c002.md,SD148,2,246
SD148::c003,SD148_c003.md,SD148,3,319
SD148::c004,SD148_c004.md,SD148,4,362
SD148::c005,SD148_c005.md,SD148,5,323
SD148::c006,SD148_c006.md,SD148,6,332
SD148::c007,SD148_c007.md,SD148,7,362
SD148::c008,SD148_c008.md,SD148,8,358
SD148::c009,SD148_c009.md,SD148,9,174
SD148::c010,SD148_c010.md,SD148,10,365
SD148::c011,SD148_c011.md,SD148,11,139
SD148::c012,SD148_c012.md,SD148,12,347
SD150::c000,SD150_c000.md,SD150,0,301
SD150::c001,SD150_c001.md,SD150,1,184
SD150::c002,SD150_c002.md,SD150,2,349
SD150::c003,SD150_c003.md,SD150,3,249
SD150::c004,SD150_c004.md,SD150,4,221
SD150::c005,SD150_c005.md,SD150,5,359
SD150::c006,SD150_c006.md,SD150,6,219
SD150::c007,SD150_c007.md,SD150,7,396
SD150::c008,SD150_c008.md,SD150,8,393
SD150::c009,SD150_c009.md,SD150,9,358
SD150::c010,SD150_c010.md,SD150,10,377
SD150::c011,SD150_c011.md,SD150,11,143
SE001::c000,SE001_c000.md,SE001,0,308
SE001::c001,SE001_c001.md,SE001,1,336
SE001::c002,SE001_c002.md,SE001,2,385
SE001::c003,SE001_c003.md,SE001,3,356
SE001::c004,SE001_c004.md,SE001,4,287
SE001::c005,SE001_c005.md,SE001,5,207
SE001::c006,SE001_c006.md,SE001,6,366
SE001::c007,SE001_c007.md,SE001,7,268
SE001::c008,SE001_c008.md,SE001,8,346
SE001::c009,SE001_c009.md,SE001,9,342
SE001::c010,SE001_c010.md,SE001,10,395
SE001::c011,SE001_c011.md,SE001,11,345
SE001::c012,SE001_c012.md,SE001,12,399
SE001::c013,SE001_c013.md,SE001,13,142
SE001::c014,SE001_c014.md,SE001,14,399
SE001::c015,SE001_c015.md,SE001,15,381
SE001::c016,SE001_c016.md,SE001,16,252
SE001::c017,SE001_c017.md,SE001,17,357
SE001::c018,SE001_c018.md,SE001,18,248
SE001::c019,SE001_c019.md,SE001,19,321
SE001::c020,SE001_c020.md,SE001,20,218
SE001::c021,SE001_c021.md,SE001,21,222
SE001::c022,SE001_c022.md,SE001,22,376
SE001::c023,SE001_c023.md,SE001,23,353
SE001::c024,SE001_c024.md,SE001,24,350
SE001::c025,SE001_c025.md,SE001,25,384
SE001::c026,SE001_c026.md,SE001,26,384
SE001::c027,SE001_c027.md,SE001,27,117
SE001::c028,SE001_c028.md,SE001,28,361
SE012::c000,SE012_c000.md,SE012,0,359
SE012::c001,SE012_c001.md,SE012,1,325
SE012::c002,SE012_c002.md,SE012,2,160
SE012::c003,SE012_c003.md,SE012,3,328
SE012::c004,SE012_c004.md,SE012,4,359
SE012::c005,SE012_c005.md,SE012,5,376
SE012::c006,SE012_c006.md,SE012,6,282
SE012::c007,SE012_c007.md,SE012,7,268
SE012::c008,SE012_c008.md,SE012,8,196
SE012::c009,SE012_c009.md,SE012,9,266
SE012::c010,SE012_c010.md,SE012,10,229
SE012::c011,SE012_c011.md,SE012,11,229
SE012::c012,SE012_c012.md,SE012,12,184
SE012::c013,SE012_c013.md,SE012,13,323
SE012::c014,SE012_c014.md,SE012,14,303
SE012::c015,SE012_c015.md,SE012,15,325
SE012::c016,SE012_c016.md,SE012,16,199
SE012::c017,SE012_c017.md,SE012,17,211
SE012::c018,SE012_c018.md,SE012,18,240
SE012::c019,SE012_c019.md,SE012,19,337
SE012::c020,SE012_c020.md,SE012,20,129
SE012::c021,SE012_c021.md,SE012,21,378
SE012::c022,SE012_c022.md,SE012,22,376
SE012::c023,SE012_c023.md,SE012,23,391
SE012::c024,SE012_c024.md,SE012,24,281
SE012::c025,SE012_c025.md,SE012,25,295
SE012::c026,SE012_c026.md,SE012,26,237
SE012::c027,SE012_c027.md,SE012,27,232
SE012::c028,SE012_c028.md,SE012,28,348
SE012::c029,SE012_c029.md,SE012,29,349
SE012::c030,SE012_c030.md,SE012,30,225
SE012::c031,SE012_c031.md,SE012,31,271
SE012::c032,SE012_c032.md,SE012,32,285
SE012::c033,SE012_c033.md,SE012,33,203
SE012::c034,SE012_c034.md,SE012,34,351
SE012::c035,SE012_c035.md,SE012,35,130
SE012::c036,SE012_c036.md,SE012,36,382
SE012::c037,SE012_c037.md,SE012,37,358
SE012::c038,SE012_c038.md,SE012,38,311
SE012::c039,SE012_c039.md,SE012,39,286
SE012::c040,SE012_c040.md,SE012,40,351
SE012::c041,SE012_c041.md,SE012,41,397
SE012::c042,SE012_c042.md,SE012,42,398
SE012::c043,SE012_c043.md,SE012,43,397
SE012::c044,SE012_c044.md,SE012,44,392
SE012::c045,SE012_c045.md,SE012,45,375
SE012::c046,SE012_c046.md,SE012,46,169
SE013::c000,SE013_c000.md,SE013,0,172
SE013::c001,SE013_c001.md,SE013,1,316
SE013::c002,SE013_c002.md,SE013,2,358
SE013::c003,SE013_c003.md,SE013,3,398
SE013::c004,SE013_c004.md,SE013,4,365
SE013::c005,SE013_c005.md,SE013,5,207
SE013::c006,SE013_c006.md,SE013,6,339
SE013::c007,SE013_c007.md,SE013,7,321
SE013::c008,SE013_c008.md,SE013,8,287
SE013::c009,SE013_c009.md,SE013,9,353
SE013::c010,SE013_c010.md,SE013,10,272
SE013::c011,SE013_c011.md,SE013,11,317
SE013::c012,SE013_c012.md,SE013,12,395
SE013::c013,SE013_c013.md,SE013,13,168
SE036::c000,SE036_c000.md,SE036,0,353
SE036::c001,SE036_c001.md,SE036,1,378
SE036::c002,SE036_c002.md,SE036,2,301
SE036::c003,SE036_c003.md,SE036,3,399
SE036::c004,SE036_c004.md,SE036,4,302
SE036::c005,SE036_c005.md,SE036,5,279
SE036::c006,SE036_c006.md,SE036,6,359
SE036::c007,SE036_c007.md,SE036,7,372
SE036::c008,SE036_c008.md,SE036,8,334
SE036::c009,SE036_c009.md,SE036,9,362
SE036::c010,SE036_c010.md,SE036,10,370
SE036::c011,SE036_c011.md,SE036,11,393
SE036::c012,SE036_c012.md,SE036,12,351
SE036::c013,SE036_c013.md,SE036,13,264
SE036::c014,SE036_c014.md,SE036,14,206
SE036::c015,SE036_c015.md,SE036,15,398
SE036::c016,SE036_c016.md,SE036,16,395
SE036::c017,SE036_c017.md,SE036,17,329
SE036::c018,SE036_c018.md,SE036,18,387
SE036::c019,SE036_c019.md,SE036,19,347
SE036::c020,SE036_c020.md,SE036,20,183
SE036::c021,SE036_c021.md,SE036,21,264
SE036::c022,SE036_c022.md,SE036,22,329
SE038::c000,SE038_c000.md,SE038,0,328
SE038::c001,SE038_c001.md,SE038,1,373
SE038::c002,SE038_c002.md,SE038,2,369
SE038::c003,SE038_c003.md,SE038,3,334
SE038::c004,SE038_c004.md,SE038,4,281
SE038::c005,SE038_c005.md,SE038,5,196
SE038::c006,SE038_c006.md,SE038,6,312
SE038::c007,SE038_c007.md,SE038,7,201
SE038::c008,SE038_c008.md,SE038,8,258
SE038::c009,SE038_c009.md,SE038,9,326
SE038::c010,SE038_c010.md,SE038,10,297
SE038::c011,SE038_c011.md,SE038,11,286
SE038::c012,SE038_c012.md,SE038,12,384
SE038::c013,SE038_c013.md,SE038,13,393
SE038::c014,SE038_c014.md,SE038,14,296
SE038::c015,SE038_c015.md,SE038,15,384
SE038::c016,SE038_c016.md,SE038,16,240
SE038::c017,SE038_c017.md,SE038,17,298
SE038::c018,SE038_c018.md,SE038,18,391
SE038::c019,SE038_c019.md,SE038,19,343
SE038::c020,SE038_c020.md,SE038,20,168
SE038::c021,SE038_c021.md,SE038,21,254
SE038::c022,SE038_c022.md,SE038,22,367
SE038::c023,SE038_c023.md,SE038,23,357
SE038::c024,SE038_c024.md,SE038,24,370
SE038::c025,SE038_c025.md,SE038,25,355
SE038::c026,SE038_c026.md,SE038,26,202
SE038::c027,SE038_c027.md,SE038,27,345
SE038::c028,SE038_c028.md,SE038,28,359
SE038::c029,SE038_c029.md,SE038,29,303
SE038::c030,SE038_c030.md,SE038,30,275
SE038::c031,SE038_c031.md,SE038,31,380
SE038::c032,SE038_c032.md,SE038,32,143
SE038::c033,SE038_c033.md,SE038,33,351
SE038::c034,SE038_c034.md,SE038,34,146
SE038::c035,SE038_c035.md,SE038,35,381
SE038::c036,SE038_c036.md,SE038,36,395
SE038::c037,SE038_c037.md,SE038,37,372
SE038::c038,SE038_c038.md,SE038,38,376
SE038::c039,SE038_c039.md,SE038,39,192
SE038::c040,SE038_c040.md,SE038,40,347
SE038::c041,SE038_c041.md,SE038,41,280
SE038::c042,SE038_c042.md,SE038,42,304
SE038::c043,SE038_c043.md,SE038,43,353
SE038::c044,SE038_c044.md,SE038,44,395
SE038::c045,SE038_c045.md,SE038,45,396
SE038::c046,SE038_c046.md,SE038,46,333
SE038::c047,SE038_c047.md,SE038,47,336
SE038::c048,SE038_c048.md,SE038,48,270
SE038::c049,SE038_c049.md,SE038,49,237
SE038::c050,SE038_c050.md,SE038,50,204
SE092::c000,SE092_c000.md,SE092,0,239
SE092::c001,SE092_c001.md,SE092,1,248
SE092::c002,SE092_c002.md,SE092,2,394
SE092::c003,SE092_c003.md,SE092,3,227
SE092::c004,SE092_c004.md,SE092,4,381
SE092::c005,SE092_c005.md,SE092,5,146
SE092::c006,SE092_c006.md,SE092,6,389
SE092::c007,SE092_c007.md,SE092,7,311
SE092::c008,SE092_c008.md,SE092,8,349
SE092::c009,SE092_c009.md,SE092,9,194
SE092::c010,SE092_c010.md,SE092,10,229
SE103::c000,SE103_c000.md,SE103,0,301
SE103::c001,SE103_c001.md,SE103,1,232
SE103::c002,SE103_c002.md,SE103,2,196
SE103::c003,SE103_c003.md,SE103,3,320
SE103::c004,SE103_c004.md,SE103,4,375
SE103::c005,SE103_c005.md,SE103,5,288
SE103::c006,SE103_c006.md,SE103,6,279
SE103::c007,SE103_c007.md,SE103,7,379
SE103::c008,SE103_c008.md,SE103,8,261
SE103::c009,SE103_c009.md,SE103,9,159
SE103::c010,SE103_c010.md,SE103,10,294
SE108::c000,SE108_c000.md,SE108,0,324
SE108::c001,SE108_c001.md,SE108,1,399
SE108::c002,SE108_c002.md,SE108,2,314
SE108::c003,SE108_c003.md,SE108,3,200
SE108::c004,SE108_c004.md,SE108,4,249
SE108::c005,SE108_c005.md,SE108,5,373
SE108::c006,SE108_c006.md,SE108,6,398
SE108::c007,SE108_c007.md,SE108,7,112
